RecipeID,Recipe,Recipe_category,Flavor,Yogurt_culture,Skimmed_milk,Semi_skimmed_milk,Full_fat_milk,Milk_supplier,MPC 70%,MPC 80%,Fruit_prep_40Fruit,Fruit_prep_60Fruit,Fruit_prep_supplier,Added_sugar,Aroma,Flavor_intensity ,sweetness,Fruit_intensity,Chalkiness,Color_intensity,thickness,Coating,Global Appreciation,Fat g/100g,Saturated Fatty Acids SFA g/100g,Protein g/100g,Carb (total sugars) g/100g,Calcium mg/100g,Energy kcal/100g,€/kg min,€/kg max,%Protein_cal,Source_protein,Rich_protein,Source_calcium_us,High_calcium_us,Source_calcium_eu,High_calcium_eu
REC-00159,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,65,0,BASF Ingredients,10,0,25,0,WACKER & Co.,0,0,3.35,4.94,3.38,2.59,3.03,3.41,3.31,3.75,1,0.7,2.6,19.9,143.8,99.4,0.539,0.9828,10.46,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00160,Stirred_Plain,Plain,Plain,0.01,0,85,0,BASF Ingredients,10,0,0,5,WACKER & Co.,0,0,0.38,0.23,0.53,2.61,1.97,2.87,2.39,1.93,1.4,0.9,3.3,6.7,128.8,52.4,0.528,0.972,25.19,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00161,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,75,0,BASF Ingredients,10,0,0,15,WACKER & Co.,0,0,1.89,1.1,2.46,1.55,2.79,3.8,3.52,3.3,1.2,0.8,3,11.2,136.2,67.4,0.605,1.1124,17.8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00162,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,75,0,BASF Ingredients,10,0,0,15,WACKER & Co.,0,0,1.83,1.13,2.45,2.82,3.02,3.29,3.34,2.96,1.2,0.8,3,11.2,136.2,67.4,0.605,1.1124,17.8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00163,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,75,0,BASF Ingredients,10,0,0,15,WACKER & Co.,0,0,1.87,1.15,2.45,1.59,3.01,3.4,3.29,3.35,1.2,0.8,3,11.2,136.2,67.4,0.605,1.1124,17.8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00164,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,75,0,BASF Ingredients,10,0,0,15,WACKER & Co.,0,0,1.97,1.16,2.44,1.5,2.92,3.66,3.34,3.35,1.2,0.8,3,11.2,136.2,67.4,0.605,1.1124,17.8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00165,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,75,0,BASF Ingredients,10,0,0,15,WACKER & Co.,0,0,1.77,1.08,2.46,1.87,2.82,3.76,3.3,3.16,1.2,0.8,3,11.2,136.2,67.4,0.605,1.1124,17.8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00166,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,75,0,BASF Ingredients,10,0,0,15,WACKER & Co.,0,0,2.05,1.07,2.45,1.48,2.82,3.71,3.43,3.36,1.2,0.8,3,11.2,136.2,67.4,0.605,1.1124,17.8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00167,Stirred_Plain,Plain,Plain,0.01,0,75,0,BASF Ingredients,20,0,0,5,WACKER & Co.,0,0,0.22,0.24,0.54,2.96,2.06,3.53,2.46,1.8,1.2,0.8,3.3,6.7,128.8,51,0.682,1.1124,25.88,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00168,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,65,0,BASF Ingredients,20,0,0,15,WACKER & Co.,0,0,1.82,1.15,2.44,3.07,2.95,3.99,3.8,2.81,1,0.7,3,11.2,136.2,66,0.759,1.2528,18.18,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00169,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,65,0,BASF Ingredients,20,0,0,15,WACKER & Co.,0,0,2.03,1.08,2.44,3.53,2.97,4.18,3.72,2.7,1,0.7,3,11.2,136.2,66,0.759,1.2528,18.18,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00170,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,65,0,BASF Ingredients,20,0,0,15,WACKER & Co.,0,0,1.72,1.09,2.45,3.09,2.69,3.94,3.59,2.74,1,0.7,3,11.2,136.2,66,0.759,1.2528,18.18,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00171,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,65,0,BASF Ingredients,20,0,0,15,WACKER & Co.,0,0,1.84,1.15,2.45,2.19,3.06,3.77,3.5,3.11,1,0.7,3,11.2,136.2,66,0.759,1.2528,18.18,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00172,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,65,0,BASF Ingredients,20,0,0,15,WACKER & Co.,0,0,1.98,1.12,2.45,3.77,2.89,4.27,3.51,2.59,1,0.7,3,11.2,136.2,66,0.759,1.2528,18.18,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00173,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,65,0,BASF Ingredients,20,0,0,15,WACKER & Co.,0,0,1.79,1.15,2.46,3.21,2.93,3.92,3.78,2.8,1,0.7,3,11.2,136.2,66,0.759,1.2528,18.18,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00174,Stirred_Plain,Plain,Plain,0.01,0,75,0,BASF Ingredients,10,0,0,15,WACKER & Co.,0,0,1.94,1.13,2.45,2.54,2.96,3.85,3.25,2.93,1.2,0.8,3,11.2,136.2,67.4,0.605,1.1124,17.8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00175,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,65,0,BASF Ingredients,10,0,0,25,WACKER & Co.,0,0,4.73,2.48,4.98,2.13,3.41,4.04,3.84,4.11,1,0.7,2.6,15.6,143.8,82.4,0.682,1.2528,12.62,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00176,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,65,0,BASF Ingredients,10,0,0,25,WACKER & Co.,0,0,4.57,2.42,5,2.2,3.25,3.96,3.91,4.15,1,0.7,2.6,15.6,143.8,82.4,0.682,1.2528,12.62,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00177,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,65,0,BASF Ingredients,10,0,0,25,WACKER & Co.,0,0,4.91,2.46,4.98,2.76,3.37,4.02,3.86,3.85,1,0.7,2.6,15.6,143.8,82.4,0.682,1.2528,12.62,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00178,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,65,0,BASF Ingredients,10,0,0,25,WACKER & Co.,0,0,4.54,2.48,4.99,2.26,3.32,3.77,3.69,4.19,1,0.7,2.6,15.6,143.8,82.4,0.682,1.2528,12.62,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00179,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,65,0,BASF Ingredients,10,0,0,25,WACKER & Co.,0,0,4.55,2.44,5,2.05,3.15,4.02,3.74,4.19,1,0.7,2.6,15.6,143.8,82.4,0.682,1.2528,12.62,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00180,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,65,0,BASF Ingredients,10,0,0,25,WACKER & Co.,0,0,4.75,2.46,4.98,1.44,3.16,4.14,3.84,4.3,1,0.7,2.6,15.6,143.8,82.4,0.682,1.2528,12.62,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00181,Stirred_Plain,Plain,Plain,0.01,0,98.5,0,BASF Ingredients,1.5,0,0,0,DAIRY & Co.,0,0,0.04,0.09,0.01,1.46,0.09,0.12,0.29,0.83,1.6,1.1,3.5,4.5,125,46.2,0.32,0.72,30.3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00182,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,88.5,0,BASF Ingredients,1.5,0,0,10,DAIRY & Co.,0,0,0.72,0.57,1.03,0.29,3.76,2.01,2.99,2.4,1.4,1,3.2,9,132.5,61.1,0.39,0.85,20.95,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00183,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,88.5,0,BASF Ingredients,1.5,0,0,10,DAIRY & Co.,0,0,0.68,0.56,1.03,1.58,3.65,2.05,3.2,2.56,1.4,1,3.2,9,132.5,61.1,0.39,0.85,20.95,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00184,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,88.5,0,BASF Ingredients,1.5,0,0,10,DAIRY & Co.,0,0,0.6,0.57,1.03,0.41,4.07,2.05,2.93,2.35,1.4,1,3.2,9,132.5,61.1,0.39,0.85,20.95,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00185,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,88.5,0,BASF Ingredients,1.5,0,0,10,DAIRY & Co.,0,0,0.74,0.58,1.03,0.97,3.59,2.02,3.14,2.6,1.4,1,3.2,9,132.5,61.1,0.39,0.85,20.95,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00186,Stirred_Flavored_Strawberry,Flavored,Strawberry,0.01,0,83.5,0,BASF Ingredients,1.5,0,0,10,DAIRY & Co.,5,0.001,0.58,1.35,1.02,0.58,4.1,2.02,3.15,2.61,1.3,0.9,3,13.7,126.2,78.8,0.42,0.88,15.23,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00187,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,88.5,0,BASF Ingredients,1.5,0,0,10,DAIRY & Co.,0,0,0.48,0.61,1.03,1.59,3.49,1.88,2.83,2.43,1.4,1,3.2,9,132.5,61.1,0.39,0.85,20.95,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00188,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,88.5,0,BASF Ingredients,1.5,0,0,10,DAIRY & Co.,0,0,0.46,0.58,1.03,1.54,3.83,2.07,3.27,2.52,1.4,1,3.2,9,132.5,61.1,0.39,0.85,20.95,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00189,Stirred_Flavored_Vanilla,Flavored,Vanilla,0.01,0,83.5,0,BASF Ingredients,1.5,0,0,10,DAIRY & Co.,5,0.001,0.59,1.35,1.03,1.12,3.76,2.05,2.87,2.69,1.3,0.9,3,13.7,126.2,78.8,0.42,0.88,15.23,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00190,Stirred_Plain,Plain,Plain,0.01,0,75,0,BASF Ingredients,25,0,0,0,DAIRY & Co.,0,0,0.19,0.03,0.01,3.38,0.79,1.42,1.65,0.77,1.2,0.8,3.5,4.5,125,42.8,0.65,1.03,32.71,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00191,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,65,0,BASF Ingredients,25,0,0,10,DAIRY & Co.,0,0,0.77,0.59,1.03,3.6,4.12,3.02,3.84,2.13,1,0.7,3.2,9,132.5,57.8,0.72,1.16,22.15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00192,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,65,0,BASF Ingredients,25,0,0,10,DAIRY & Co.,0,0,0.53,0.62,1.02,3.3,3.69,3.04,4.19,2.31,1,0.7,3.2,9,132.5,57.8,0.72,1.16,22.15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00193,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,65,0,BASF Ingredients,25,0,0,10,DAIRY & Co.,0,0,0.68,0.64,1.02,2.66,4.01,3.03,4.08,2.38,1,0.7,3.2,9,132.5,57.8,0.72,1.16,22.15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00194,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,65,0,BASF Ingredients,25,0,0,10,DAIRY & Co.,0,0,0.69,0.56,1.03,3.64,3.72,3.11,4.4,2.23,1,0.7,3.2,9,132.5,57.8,0.72,1.16,22.15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00195,Stirred_Flavored_Strawberry,Flavored,Strawberry,0.01,0,65,0,BASF Ingredients,16,0,0,10,DAIRY & Co.,9,0.001,0.6,3.04,1.02,2.06,4.03,2.82,3.62,3.12,1,0.7,2.8,17.5,121.2,90.9,0.65,1.1,12.32,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00196,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,65,0,BASF Ingredients,25,0,0,10,DAIRY & Co.,0,0,0.65,0.63,1.03,2.99,3.65,3.02,3.92,2.4,1,0.7,3.2,9,132.5,57.8,0.72,1.16,22.15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00197,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,65,0,BASF Ingredients,25,0,0,10,DAIRY & Co.,0,0,0.52,0.59,1.03,2.91,3.41,3.01,4.2,2.45,1,0.7,3.2,9,132.5,57.8,0.72,1.16,22.15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00198,Stirred_Flavored_Vanilla,Flavored,Vanilla,0.01,0,65,0,BASF Ingredients,16,0,0,10,DAIRY & Co.,9,0.001,0.55,3,1.03,2.12,3.74,2.89,3.49,3.18,1,0.7,2.8,17.5,121.2,90.9,0.65,1.1,12.32,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00199,Stirred_Plain,Plain,Plain,0.01,0,85,0,BASF Ingredients,10,0,5,0,DAIRY & Co.,0,0,0.3,0.27,0.31,2.77,2.68,1.95,2.36,1.83,1.4,0.9,3.3,7.6,128.8,55.8,0.45,0.85,23.66,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00200,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,75,0,BASF Ingredients,10,0,15,0,DAIRY & Co.,0,0,0.76,1.99,1.29,1.45,3.74,2.38,3.42,3.14,1.2,0.8,3,13.7,136.2,77.6,0.47,0.88,15.46,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00201,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,75,0,BASF Ingredients,10,0,15,0,DAIRY & Co.,0,0,0.8,1.96,1.29,2.3,3.64,2.46,3.08,2.81,1.2,0.8,3,13.7,136.2,77.6,0.47,0.88,15.46,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00202,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,75,0,BASF Ingredients,10,0,15,0,DAIRY & Co.,0,0,0.86,2,1.29,2.35,3.96,2.56,3.42,2.82,1.2,0.8,3,13.7,136.2,77.6,0.47,0.88,15.46,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00203,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,75,0,BASF Ingredients,10,0,15,0,DAIRY & Co.,0,0,0.89,1.97,1.29,2.45,3.58,2.55,3.31,2.85,1.2,0.8,3,13.7,136.2,77.6,0.47,0.88,15.46,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00204,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,75,0,BASF Ingredients,10,0,15,0,DAIRY & Co.,0,0,0.95,1.97,1.29,1.58,3.89,2.3,3.64,3.1,1.2,0.8,3,13.7,136.2,77.6,0.47,0.88,15.46,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00205,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,75,0,BASF Ingredients,10,0,15,0,DAIRY & Co.,0,0,0.85,1.98,1.29,2.78,3.69,2.45,3.41,2.73,1.2,0.8,3,13.7,136.2,77.6,0.47,0.88,15.46,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00206,Stirred_Plain,Plain,Plain,0.01,0,75,0,BASF Ingredients,20,0,5,0,DAIRY & Co.,0,0,0.33,0.35,0.32,3.69,2.92,2.11,2.75,1.85,1.2,0.8,3.3,7.6,128.8,54.4,0.59,0.98,24.26,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00207,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,65,0,BASF Ingredients,20,0,15,0,DAIRY & Co.,0,0,0.76,1.98,1.29,3.03,3.76,2.83,3.76,2.78,1,0.7,3,13.7,136.2,76.2,0.61,1.01,15.75,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00208,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,65,0,BASF Ingredients,20,0,15,0,DAIRY & Co.,0,0,1.08,2.04,1.28,3.16,3.45,2.98,3.74,2.84,1,0.7,3,13.7,136.2,76.2,0.61,1.01,15.75,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00209,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,65,0,BASF Ingredients,20,0,15,0,DAIRY & Co.,0,0,1.07,1.98,1.28,3.17,3.86,2.86,3.84,2.72,1,0.7,3,13.7,136.2,76.2,0.61,1.01,15.75,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00210,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,65,0,BASF Ingredients,20,0,15,0,DAIRY & Co.,0,0,0.98,1.96,1.29,3.15,3.75,2.87,3.96,2.76,1,0.7,3,13.7,136.2,76.2,0.61,1.01,15.75,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00211,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,65,0,BASF Ingredients,20,0,15,0,DAIRY & Co.,0,0,0.83,1.97,1.29,2.84,3.98,2.96,3.93,2.75,1,0.7,3,13.7,136.2,76.2,0.61,1.01,15.75,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00212,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,65,0,BASF Ingredients,20,0,15,0,DAIRY & Co.,0,0,0.93,2.01,1.28,3.06,3.67,2.85,4.07,2.81,1,0.7,3,13.7,136.2,76.2,0.61,1.01,15.75,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00213,Stirred_Plain,Plain,Plain,0.01,0,75,0,BASF Ingredients,10,0,15,0,DAIRY & Co.,0,0,0.79,1.96,1.29,1.53,4.11,2.35,3.04,2.89,1.2,0.8,3,13.7,136.2,77.6,0.47,0.88,15.46,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00214,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,65,0,BASF Ingredients,10,0,25,0,DAIRY & Co.,0,0,2.29,4.99,2.5,1.4,4.08,2.56,3.64,3.34,1,0.7,2.6,19.9,143.8,99.4,0.49,0.91,10.46,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00215,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,65,0,BASF Ingredients,10,0,25,0,DAIRY & Co.,0,0,2.37,4.98,2.49,1.35,3.86,2.85,3.47,3.44,1,0.7,2.6,19.9,143.8,99.4,0.49,0.91,10.46,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00216,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,65,0,BASF Ingredients,10,0,25,0,DAIRY & Co.,0,0,2.25,4.92,2.5,1.62,4.11,2.57,3.9,3.3,1,0.7,2.6,19.9,143.8,99.4,0.49,0.91,10.46,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00217,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,65,0,BASF Ingredients,10,0,25,0,DAIRY & Co.,0,0,2.3,4.9,2.5,2.67,4.4,2.61,3.79,2.89,1,0.7,2.6,19.9,143.8,99.4,0.49,0.91,10.46,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00218,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,65,0,BASF Ingredients,10,0,25,0,DAIRY & Co.,0,0,2.21,4.92,2.49,1.69,4.28,2.57,3.92,3.24,1,0.7,2.6,19.9,143.8,99.4,0.49,0.91,10.46,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00219,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,65,0,BASF Ingredients,10,0,25,0,DAIRY & Co.,0,0,2.19,4.92,2.5,2.66,4.25,2.72,4.13,2.93,1,0.7,2.6,19.9,143.8,99.4,0.49,0.91,10.46,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00220,Stirred_Plain,Plain,Plain,0.01,0,85,0,BASF Ingredients,10,0,0,5,DAIRY & Co.,0,0,0.22,0.26,0.39,3.1,3.02,2.13,3.06,2.04,1.4,0.9,3.3,6.7,128.8,52.4,0.48,0.9,25.19,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00221,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,75,0,BASF Ingredients,10,0,0,15,DAIRY & Co.,0,0,1.24,1.09,1.81,1.32,4.04,2.85,4.03,3.05,1.2,0.8,3,11.2,136.2,67.4,0.55,1.03,17.8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00222,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,75,0,BASF Ingredients,10,0,0,15,DAIRY & Co.,0,0,1.19,1.14,1.81,1.66,4.33,2.66,4.04,2.86,1.2,0.8,3,11.2,136.2,67.4,0.55,1.03,17.8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00223,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,75,0,BASF Ingredients,10,0,0,15,DAIRY & Co.,0,0,1.22,1.15,1.81,2.21,4.53,2.72,3.7,2.62,1.2,0.8,3,11.2,136.2,67.4,0.55,1.03,17.8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00224,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,75,0,BASF Ingredients,10,0,0,15,DAIRY & Co.,0,0,1.28,1.08,1.81,1.38,4.15,2.84,4.15,3,1.2,0.8,3,11.2,136.2,67.4,0.55,1.03,17.8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00225,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,75,0,BASF Ingredients,10,0,0,15,DAIRY & Co.,0,0,1.16,1.07,1.81,1.68,4.2,2.89,3.7,2.9,1.2,0.8,3,11.2,136.2,67.4,0.55,1.03,17.8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00226,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,75,0,BASF Ingredients,10,0,0,15,DAIRY & Co.,0,0,1.33,1.12,1.81,1.58,4.1,2.9,3.84,2.99,1.2,0.8,3,11.2,136.2,67.4,0.55,1.03,17.8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00227,Stirred_Plain,Plain,Plain,0.01,0,75,0,BASF Ingredients,20,0,0,5,DAIRY & Co.,0,0,0.13,0.19,0.4,2.76,2.91,2.67,2.83,2.17,1.2,0.8,3.3,6.7,128.8,51,0.62,1.03,25.88,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00228,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,65,0,BASF Ingredients,20,0,0,15,DAIRY & Co.,0,0,1.18,1.07,1.8,2.98,4.22,3.09,4.63,2.38,1,0.7,3,11.2,136.2,66,0.69,1.16,18.18,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00229,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,65,0,BASF Ingredients,20,0,0,15,DAIRY & Co.,0,0,1.31,1.07,1.8,3.47,4.29,3.32,4.31,2.33,1,0.7,3,11.2,136.2,66,0.69,1.16,18.18,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00230,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,65,0,BASF Ingredients,20,0,0,15,DAIRY & Co.,0,0,1.12,1.14,1.81,2.39,3.86,3.1,4.45,2.73,1,0.7,3,11.2,136.2,66,0.69,1.16,18.18,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00231,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,65,0,BASF Ingredients,20,0,0,15,DAIRY & Co.,0,0,1.2,1.12,1.81,3.97,4.37,3.06,4.12,2.26,1,0.7,3,11.2,136.2,66,0.69,1.16,18.18,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00232,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,65,0,BASF Ingredients,20,0,0,15,DAIRY & Co.,0,0,1.3,1.08,1.81,3.22,4.28,3.32,3.97,2.4,1,0.7,3,11.2,136.2,66,0.69,1.16,18.18,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00233,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,65,0,BASF Ingredients,20,0,0,15,DAIRY & Co.,0,0,1.15,1.07,1.81,2.28,4.28,3.17,4.58,2.59,1,0.7,3,11.2,136.2,66,0.69,1.16,18.18,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00234,Stirred_Plain,Plain,Plain,0.01,0,75,0,BASF Ingredients,10,0,0,15,DAIRY & Co.,0,0,1.26,1.06,1.81,1.77,4.12,2.91,3.89,2.9,1.2,0.8,3,11.2,136.2,67.4,0.55,1.03,17.8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00235,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,65,0,BASF Ingredients,10,0,0,25,DAIRY & Co.,0,0,3.1,2.4,3.68,2.52,4.95,3.24,4.69,3.69,1,0.7,2.6,15.6,143.8,82.4,0.62,1.16,12.62,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00236,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,65,0,BASF Ingredients,10,0,0,25,DAIRY & Co.,0,0,2.99,2.45,3.69,1.37,4.59,3.15,4.47,4.2,1,0.7,2.6,15.6,143.8,82.4,0.62,1.16,12.62,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00237,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,65,0,BASF Ingredients,10,0,0,25,DAIRY & Co.,0,0,3.22,2.49,3.68,1.77,4.72,3.23,4.52,4.12,1,0.7,2.6,15.6,143.8,82.4,0.62,1.16,12.62,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
